Claim_ID,Customer_Age,Policy_Tenure,Claim_Amount,Claim_Type,Previous_Claims,Customer_Income,Marital_Status,Number_of_Dependents,Location,Claim_Submission_Delay,Fraudulent_Claim,anomaly_score,IsolationForest_Anomaly,High_Anomaly
2581,54,17,5252.34,Life,3,168347,Divorced,4,Suburban,38,1,-0.05194517715085201,0,0
2582,49,7,15206.26,Medical,0,40191,Married,1,Rural,57,1,-0.04828637028755933,0,0
2583,73,12,3186.42,Auto,2,80126,Divorced,1,Rural,8,0,-0.09395530405030345,0,0
2584,58,7,30033.21,Life,0,28894,Widowed,3,Urban,22,0,-0.029351382774574164,0,0
2585,76,12,4799.71,Auto,2,104253,Divorced,4,Urban,46,0,-0.08435203458133705,0,0
2586,20,15,35234.82,Life,4,104114,Widowed,1,Rural,35,1,-0.03614824662542038,0,0
2587,45,2,3105.78,Home,2,43321,Single,3,Rural,30,0,-0.039371852653476314,0,0
2588,27,14,3435.79,Home,0,128505,Single,2,Suburban,83,0,-0.017728590950771728,0,0
2589,68,13,15613.63,Home,3,44959,Widowed,4,Rural,22,0,-0.03733789314280633,0,0
2590,52,4,44880.29,Home,0,161587,Divorced,1,Rural,55,0,-0.06483047677892573,0,0
2591,78,14,32248.97,Home,0,85196,Married,2,Rural,70,0,-0.018629618111527635,0,0
2592,46,14,38621.5,Auto,4,172515,Widowed,3,Urban,45,1,-0.06459624179849954,0,0
2593,71,16,7506.83,Home,1,188280,Divorced,1,Urban,57,1,-0.04809781796242896,0,0
2594,32,7,41789.21,Auto,0,152855,Divorced,3,Suburban,35,1,-0.09027479633428181,0,0
2595,50,19,903.24,Home,4,98649,Divorced,3,Suburban,67,0,-0.02530795145136777,0,0
2596,24,2,11046.34,Medical,3,90921,Married,3,Suburban,87,0,-0.004808898351199131,0,0
2597,29,10,30996.57,Home,4,158054,Married,4,Rural,59,0,-0.03867221551708955,0,0
2598,66,18,19074.7,Medical,4,120887,Married,2,Rural,13,0,-0.03572312944531242,0,0
2599,47,17,49217.57,Auto,2,35316,Widowed,2,Urban,24,0,-0.037019508698365566,0,0
2600,38,5,2001.79,Home,1,133652,Widowed,0,Rural,70,0,-0.0363707983383631,0,0
2601,48,12,49930.61,Life,1,140357,Married,1,Rural,78,0,-0.05000381761066164,0,0
2602,75,6,31369.58,Auto,3,125364,Widowed,3,Urban,43,0,-0.06478954434363626,0,0
2603,78,9,28156.0,Home,4,22936,Married,1,Suburban,45,0,-0.0010585791468034067,0,0
2604,41,1,3445.87,Auto,3,97400,Widowed,2,Rural,12,1,-0.057161636636085866,0,0
2605,37,15,14029.78,Life,3,94843,Divorced,2,Urban,61,0,-0.07104249931207085,0,0
2606,54,6,46270.8,Home,1,26709,Married,3,Urban,18,0,-0.027902057622398058,0,0
2607,21,19,18035.18,Life,1,40707,Widowed,4,Suburban,11,1,-0.002769310572878547,0,0
2608,45,18,33251.83,Home,1,59384,Divorced,3,Urban,89,0,-0.058715434865854954,0,0
2609,61,6,49975.07,Medical,0,55187,Divorced,3,Suburban,47,0,-0.04211630382106357,0,0
2610,79,13,13521.95,Auto,4,86935,Widowed,0,Suburban,32,0,-0.028263184133636265,0,0
2611,37,1,29016.0,Life,3,62536,Divorced,4,Suburban,78,0,-0.039932288650098235,0,0
2612,77,13,34973.67,Auto,4,136772,Single,1,Suburban,36,0,-0.06071849429522247,0,0
2613,41,7,8649.05,Life,3,175260,Married,4,Suburban,5,1,-0.01493695362019476,0,0
2614,67,15,7859.29,Auto,3,34245,Married,3,Urban,88,0,-0.03147766846882383,0,0
2615,66,12,23087.24,Auto,3,131282,Divorced,3,Rural,80,0,-0.11236541930875782,0,0
2616,68,1,19597.72,Auto,3,132740,Widowed,3,Suburban,42,0,-0.06843877235314488,0,0
2617,49,15,35853.66,Medical,2,52286,Single,3,Suburban,49,0,-0.05326634221414095,0,0
2618,58,4,3940.68,Home,2,185375,Widowed,3,Rural,45,0,-0.04345458672755964,0,0
2619,53,13,48622.25,Medical,0,192121,Married,4,Rural,72,0,-0.01066171604296684,0,0
2620,75,5,1206.71,Auto,1,100901,Divorced,3,Suburban,27,0,-0.0738119354650022,0,0
2621,70,2,30265.18,Life,3,98986,Single,2,Rural,66,0,-0.038435686400060565,0,0
2622,51,1,28350.31,Auto,4,89726,Divorced,2,Suburban,10,0,-0.07843500035528694,0,0
2623,53,16,7168.43,Home,2,136342,Single,0,Urban,19,0,-0.03467581450240198,0,0
2624,19,6,7970.34,Medical,1,193933,Divorced,1,Rural,86,0,-0.026428622544447444,0,0
2625,32,16,39737.54,Home,0,194711,Widowed,2,Rural,29,0,-0.043940023654278626,0,0
2626,51,14,44434.34,Life,1,43937,Married,0,Urban,35,0,-0.014842773208453286,0,0
2627,53,3,14509.34,Home,3,143245,Divorced,4,Rural,75,0,-0.05607126061741119,0,0
2628,23,15,22179.22,Medical,1,23960,Divorced,1,Urban,67,1,-0.03178228293023888,0,0
2629,56,3,18072.25,Life,3,59602,Single,3,Suburban,87,0,-0.014939299448300747,0,0
2630,59,2,4091.08,Home,2,161636,Widowed,3,Rural,35,1,-0.042409546703741086,0,0
2631,68,1,33823.61,Medical,2,85533,Widowed,4,Rural,57,0,-0.024898278739576063,0,0
2632,68,9,41347.05,Medical,3,67510,Single,1,Urban,27,1,-0.021080491952592872,0,0
2633,75,9,15591.53,Auto,4,25091,Widowed,2,Suburban,38,0,-0.042450720570957334,0,0
2634,71,7,49513.7,Home,2,82335,Married,1,Suburban,65,0,-0.03706597683678836,0,0
2635,78,3,4254.65,Life,4,181591,Divorced,0,Urban,42,1,-0.00538857148787919,0,0
2636,29,18,33258.64,Auto,3,154782,Single,4,Rural,4,0,-0.048003646055078564,0,0
2637,20,11,22687.29,Home,3,83564,Widowed,2,Rural,12,1,-0.05695284596572525,0,0
2638,62,7,22606.79,Home,2,149257,Married,1,Urban,8,0,-0.040915717489354075,0,0
2639,35,9,23153.46,Life,4,135517,Married,1,Urban,56,0,-0.039232783082700506,0,0
2640,57,1,13304.75,Auto,3,79977,Widowed,2,Urban,26,0,-0.05295613525592657,0,0
2641,38,14,35920.36,Auto,2,124931,Widowed,0,Rural,60,0,-0.08450999712619689,0,0
2642,32,6,36218.04,Life,3,27988,Single,0,Urban,76,0,0.02063351260474655,1,1
2643,50,7,14478.66,Auto,1,186826,Widowed,1,Suburban,49,1,-0.07163288401300238,0,0
2644,52,10,41847.67,Medical,1,113650,Single,3,Urban,81,0,-0.03271320443978665,0,0
2645,43,7,16183.82,Life,2,43074,Divorced,2,Suburban,33,0,-0.07723110438110004,0,0
2646,25,2,36392.11,Home,3,41198,Married,0,Suburban,84,0,0.021725278391449332,1,1
2647,53,4,6489.49,Life,2,96045,Single,0,Urban,64,0,-0.021851690523992384,0,0
2648,65,17,8850.73,Medical,0,176252,Married,0,Suburban,44,0,-0.012309277819724018,0,0
2649,47,1,16131.88,Life,2,68068,Divorced,4,Rural,86,0,-0.058253142823011195,0,0
2650,40,10,29896.75,Home,2,130969,Widowed,3,Urban,33,0,-0.06530780704527483,0,0
2651,59,19,32452.82,Home,1,36560,Single,0,Rural,72,0,-0.028061450513659825,0,0
2652,61,15,20119.63,Life,1,193746,Widowed,3,Rural,7,0,-0.05345353355819871,0,0
2653,31,10,4353.04,Life,3,85152,Married,1,Suburban,47,0,-0.04268940742621952,0,0
2654,31,19,18994.92,Medical,2,143516,Single,1,Rural,35,0,-0.05079136884935043,0,0
2655,19,12,34593.99,Medical,2,190010,Divorced,4,Rural,81,0,-0.017750217486028674,0,0
2656,72,16,33714.28,Home,3,55391,Divorced,3,Urban,65,0,-0.05638457885989501,0,0
2657,54,9,8429.72,Auto,4,48731,Widowed,2,Urban,10,0,-0.044676559090452206,0,0
2658,22,15,885.31,Auto,3,104698,Divorced,4,Rural,51,0,-0.07507315613959276,0,0
2659,55,17,37772.59,Auto,1,133880,Divorced,0,Suburban,35,0,-0.08827044700011788,0,0
2660,62,14,5765.22,Auto,1,138440,Widowed,1,Suburban,30,1,-0.07649182836999213,0,0
2661,58,18,4576.28,Home,2,176308,Widowed,1,Urban,23,0,-0.03181223077692663,0,0
2662,79,2,633.71,Auto,1,188205,Single,2,Urban,20,0,-0.016413375468785962,0,0
2663,71,4,21913.77,Auto,3,24340,Single,4,Urban,29,0,-0.047379876615117444,0,0
2664,77,18,25411.56,Life,2,90291,Widowed,3,Suburban,71,0,-0.019910180668892274,0,0
2665,78,7,32064.37,Auto,3,68731,Married,1,Urban,63,0,-0.05167937544156187,0,0
2666,64,13,15155.16,Life,3,72822,Married,0,Rural,38,0,-0.05225778712733575,0,0
2667,31,15,35666.02,Home,2,61866,Single,2,Suburban,0,0,-0.04429488955118366,0,0
2668,73,1,8881.93,Life,4,134295,Single,2,Rural,41,0,-0.014677679342785077,0,0
2669,56,11,41683.51,Medical,1,116791,Widowed,2,Urban,76,0,-0.03431281579977563,0,0
2670,42,10,28806.49,Life,0,122262,Married,0,Suburban,85,0,-0.02152312028240677,0,0
2671,37,5,29402.55,Auto,0,61813,Widowed,2,Urban,4,0,-0.047816880615658364,0,0
2672,19,16,10883.88,Life,0,159787,Single,3,Suburban,11,0,-0.011494506133834737,0,0
2673,56,11,4168.38,Life,1,121354,Divorced,3,Urban,28,0,-0.06852061075411975,0,0
2674,23,6,23503.88,Home,4,34783,Divorced,4,Suburban,2,0,-0.01999783502738184,0,0
2675,34,9,30972.79,Home,3,109012,Divorced,4,Suburban,60,0,-0.07656304963562066,0,0
2676,76,13,5204.8,Auto,2,87933,Widowed,3,Suburban,50,0,-0.04650148875214466,0,0
2677,42,8,47551.46,Medical,4,60680,Married,0,Rural,35,0,-0.022148559900072362,0,0
2678,74,14,49030.51,Medical,0,143207,Single,4,Urban,74,1,-0.0004884519741066295,0,0
2679,45,1,27500.11,Life,1,79179,Married,2,Urban,89,0,-0.030997979979186296,0,0
2680,19,17,47528.42,Medical,1,119613,Married,3,Suburban,1,0,0.00892751386336521,1,1
2681,52,5,9382.54,Home,2,59970,Single,1,Rural,28,0,-0.0672383093288369,0,0
2682,54,2,1758.32,Auto,3,24718,Married,0,Suburban,40,0,-0.01842011886761441,0,0
2683,22,9,2450.77,Auto,4,178183,Divorced,0,Urban,28,1,-0.025813340029490872,0,0
2684,18,4,29581.87,Home,4,189790,Single,3,Urban,63,0,-0.007920167087320018,0,0
2685,57,17,3551.27,Auto,4,95769,Divorced,1,Suburban,57,0,-0.07453534722492272,0,0
2686,29,17,47948.01,Life,3,99707,Widowed,0,Suburban,82,0,-0.007860242433975984,0,0
2687,73,18,7525.69,Auto,3,161798,Divorced,4,Suburban,9,0,-0.059910579936078845,0,0
2688,53,16,15583.78,Medical,3,112304,Widowed,1,Urban,10,0,-0.02782859260043513,0,0
2689,62,8,41214.63,Auto,2,37139,Widowed,2,Suburban,6,0,-0.052717882876148314,0,0
2690,40,11,11327.65,Auto,1,139804,Single,4,Suburban,76,0,-0.05596933655115033,0,0
2691,64,18,12526.94,Home,0,64782,Divorced,1,Urban,60,1,-0.05509618988869158,0,0
2692,48,10,32294.29,Home,3,39958,Divorced,3,Suburban,65,1,-0.06089500669534487,0,0
2693,28,13,14166.26,Medical,1,172379,Divorced,0,Rural,85,0,-0.049798824926773455,0,0
2694,27,17,11263.66,Home,3,123026,Single,4,Urban,52,0,-0.03499439577946384,0,0
2695,20,18,13081.8,Medical,0,89134,Widowed,3,Suburban,64,0,-0.01681322549279507,0,0
2696,71,10,24787.05,Life,3,33583,Widowed,1,Suburban,26,0,-0.03264408932792506,0,0
2697,31,16,48321.94,Medical,1,37013,Widowed,2,Urban,6,0,0.012166030217977464,1,1
2698,33,5,41695.78,Auto,2,67984,Single,0,Urban,64,0,-0.048344825358289434,0,0
2699,27,13,14588.21,Medical,0,141246,Single,0,Rural,57,0,-0.02771313324232494,0,0
2700,46,18,18486.97,Life,1,195946,Married,4,Suburban,24,0,-0.012822963777172625,0,0
2701,27,17,23493.36,Auto,4,191269,Divorced,3,Suburban,47,1,-0.07218485218369886,0,0
2702,29,9,48957.02,Medical,4,149110,Widowed,1,Suburban,3,0,-0.0022701021337263594,0,0
2703,47,14,9033.33,Home,4,29096,Married,1,Urban,7,0,0.0021298406845785545,1,1
2704,58,17,18195.41,Home,2,93533,Married,3,Urban,84,0,-0.025957548581089007,0,0
2705,18,4,36606.59,Home,3,134795,Divorced,0,Urban,67,1,-0.03722626928656281,0,0
2706,22,18,48215.21,Medical,3,45618,Single,3,Suburban,59,1,-0.0031486534469846728,0,0
2707,37,15,8205.92,Medical,3,29868,Married,1,Suburban,3,0,-0.011817490903128114,0,0
2708,25,11,11755.31,Life,2,41882,Single,3,Urban,7,0,-0.028031085297229308,0,0
2709,60,12,11671.89,Auto,4,171711,Single,0,Rural,89,0,-0.04004861049333419,0,0
2710,29,9,1536.14,Auto,3,188035,Divorced,4,Suburban,15,0,-0.051518615815371316,0,0
2711,18,13,30403.72,Auto,2,126760,Married,0,Rural,18,0,-0.06908436784409677,0,0
2712,74,15,33699.8,Auto,2,122125,Widowed,2,Urban,0,0,-0.04829478322676506,0,0
2713,71,15,30325.03,Medical,1,145677,Married,2,Suburban,33,0,-0.050892926762548196,0,0
2714,37,5,4030.49,Medical,3,180542,Widowed,3,Rural,44,0,-0.023772374815676067,0,0
2715,45,19,3926.89,Life,4,129982,Widowed,0,Suburban,62,0,-0.010749246504555221,0,0
2716,74,14,10914.13,Auto,0,90714,Single,0,Rural,5,0,-0.045693097822126716,0,0
2717,60,17,14869.58,Medical,2,91102,Widowed,1,Suburban,35,0,-0.03536215364536188,0,0
2718,54,18,39433.91,Medical,1,171425,Divorced,4,Rural,65,0,-0.054989574433986554,0,0
2719,64,3,8389.82,Medical,0,189260,Married,0,Rural,77,0,0.00031813756545784333,1,1
2720,54,2,2682.56,Medical,2,53375,Single,3,Urban,7,0,-0.0028156497786363532,0,0
2721,29,1,20002.38,Auto,1,91210,Single,1,Urban,66,0,-0.059145501163222036,0,0
2722,54,10,21111.41,Auto,3,173344,Widowed,1,Rural,26,1,-0.08868066530081636,0,0
2723,66,19,22819.91,Medical,1,172788,Single,3,Suburban,33,0,-0.03372936426846351,0,0
2724,66,17,41431.73,Home,2,109276,Divorced,3,Rural,27,1,-0.08782658677126254,0,0
2725,73,12,5351.27,Life,3,108706,Divorced,0,Suburban,30,0,-0.05980103168452067,0,0
2726,61,1,35345.13,Auto,4,186234,Single,0,Suburban,16,0,-0.017140759925947435,0,0
2727,73,12,17228.31,Auto,1,93606,Single,1,Suburban,82,0,-0.064455158132806,0,0
2728,45,17,15844.02,Home,0,180544,Divorced,1,Suburban,54,0,-0.059834399675553596,0,0
2729,64,3,46660.88,Auto,3,139837,Widowed,4,Urban,74,0,-0.04598150329221351,0,0
2730,32,11,12799.19,Home,3,128343,Single,1,Rural,8,0,-0.052475462788067695,0,0
2731,23,17,32305.33,Home,4,81401,Widowed,3,Suburban,56,0,-0.020789746638220086,0,0
2732,61,3,14118.82,Medical,1,78835,Single,3,Urban,44,0,-0.020996094715345692,0,0
2733,76,8,25603.62,Auto,0,76936,Divorced,4,Suburban,5,0,-0.04803746425255229,0,0
2734,78,4,39421.5,Life,4,182590,Single,2,Suburban,13,1,0.009762867221236093,1,1
2735,37,7,44145.26,Home,1,147446,Single,2,Urban,30,0,-0.051027234980831504,0,0
2736,67,14,42015.51,Life,0,178385,Single,3,Urban,53,1,-0.027696439435816567,0,0
2737,31,14,29317.95,Medical,0,148344,Divorced,2,Suburban,10,0,-0.06552294349350207,0,0
2738,19,4,12816.41,Auto,2,36110,Divorced,2,Rural,68,0,-0.08360895264146745,0,0
2739,26,16,33231.05,Medical,0,185888,Divorced,4,Urban,1,1,-0.004739669770050803,0,0
2740,54,1,35640.3,Medical,1,81549,Married,1,Rural,16,0,-0.045579150780915345,0,0
2741,37,17,1029.25,Life,4,150834,Married,1,Suburban,35,0,-0.01736247413834935,0,0
2742,43,10,22240.92,Life,4,48530,Married,2,Suburban,2,0,-0.024258672858021746,0,0
2743,46,16,42241.47,Home,2,20893,Married,0,Suburban,62,0,-0.002873293778656194,0,0
2744,18,16,24734.59,Auto,1,148745,Divorced,4,Suburban,42,0,-0.07596289059095329,0,0
2745,72,8,15913.08,Medical,0,143967,Single,2,Suburban,32,0,-0.02973495975900975,0,0
2746,52,7,43653.99,Home,2,114260,Divorced,0,Suburban,77,1,-0.05483950069930732,0,0
2747,23,6,8216.09,Home,3,46885,Married,0,Rural,28,0,-0.021663572179184465,0,0
2748,54,16,10719.04,Medical,1,64560,Widowed,4,Urban,22,0,-0.014471014706330276,0,0
2749,70,16,34524.93,Medical,2,33613,Widowed,1,Suburban,58,0,-0.015494924227102413,0,0
2750,76,7,17945.58,Home,4,157159,Divorced,3,Urban,80,1,-0.04350812307340346,0,0
2751,22,9,35794.33,Medical,2,186773,Single,0,Rural,48,0,-0.022231997030835338,0,0
2752,50,14,8306.33,Medical,3,38665,Married,3,Suburban,54,1,-0.030265627246712223,0,0
2753,66,11,12987.32,Life,1,126568,Single,3,Suburban,74,0,-0.031973919376037,0,0
2754,68,14,8254.05,Auto,2,49622,Single,4,Urban,27,0,-0.06342624159100374,0,0
2755,31,7,47669.06,Home,0,115834,Single,1,Urban,70,0,-0.025423864709676613,0,0
2756,29,1,20567.5,Medical,1,61989,Married,4,Urban,71,1,0.005770728564411187,1,1
2757,59,13,17192.39,Home,2,64741,Divorced,0,Suburban,24,0,-0.0640108442707813,0,0
2758,37,3,1203.01,Auto,2,40163,Married,1,Urban,6,0,-0.03921848211407508,0,0
2759,70,4,8094.17,Home,1,91637,Married,2,Urban,85,0,-0.019920415364523936,0,0
2760,67,11,21346.22,Home,4,79175,Divorced,1,Rural,72,0,-0.07551356666589137,0,0
2761,41,2,3890.89,Home,0,53546,Divorced,4,Suburban,74,0,-0.00637674127844412,0,0
2762,76,14,25781.6,Life,1,154547,Divorced,4,Suburban,33,0,-0.05369119053405791,0,0
2763,60,12,23023.26,Auto,0,90259,Widowed,3,Suburban,21,0,-0.06791961957936177,0,0
2764,79,17,38474.82,Auto,0,34890,Widowed,2,Urban,66,0,-0.023185945340026493,0,0
2765,51,12,33160.23,Home,1,174342,Divorced,1,Rural,49,0,-0.09921835173452687,0,0
2766,42,12,22574.39,Home,2,26713,Single,2,Urban,47,0,-0.05317604366094708,0,0
2767,67,1,11620.7,Auto,4,113389,Widowed,3,Suburban,71,0,-0.02814617929295371,0,0
2768,46,13,36479.75,Medical,0,85317,Married,2,Urban,69,0,-0.029255458986168215,0,0
2769,74,14,35539.17,Life,0,102979,Married,2,Suburban,56,0,-0.03628042869071557,0,0
2770,56,2,8088.16,Auto,2,141061,Widowed,1,Urban,24,0,-0.05866952419683613,0,0
2771,48,12,45780.22,Home,1,150742,Married,2,Urban,65,0,-0.03810527976459266,0,0
2772,73,16,3688.05,Medical,4,193329,Divorced,3,Suburban,15,1,-0.018874603783147093,0,0
2773,64,4,3224.37,Medical,0,135039,Married,0,Urban,57,0,0.0015508063298124153,1,1
2774,60,8,9773.85,Medical,0,66492,Widowed,0,Suburban,40,1,-0.012664786933504923,0,0
2775,67,2,45518.31,Life,1,129718,Single,4,Urban,50,0,-0.009431456386425952,0,0
2776,40,10,26239.91,Life,2,166467,Married,0,Urban,20,0,-0.031358201065933344,0,0
2777,61,9,39503.08,Auto,3,92005,Married,1,Urban,78,0,-0.06398757681166067,0,0
2778,55,15,11778.24,Auto,2,45040,Single,4,Suburban,55,0,-0.06447256938117019,0,0
2779,37,13,24765.99,Auto,0,129009,Widowed,0,Urban,46,1,-0.051746230875266974,0,0
2780,40,17,18235.33,Auto,0,88702,Single,0,Urban,42,0,-0.048813895092005954,0,0
2781,79,16,41477.52,Home,4,41637,Married,4,Rural,83,0,0.012797840621092904,1,1
2782,62,2,1618.92,Life,2,87745,Widowed,1,Rural,30,0,-0.032650188956002246,0,0
2783,69,14,12570.22,Medical,3,159819,Divorced,4,Suburban,14,0,-0.05099031067631765,0,0
2784,33,3,8052.42,Home,4,171322,Widowed,1,Suburban,47,0,-0.020418885112182705,0,0
2785,67,12,43029.86,Auto,3,110467,Widowed,1,Suburban,61,0,-0.07677100056291619,0,0
2786,59,8,23643.42,Auto,4,131855,Divorced,3,Suburban,69,0,-0.09405714962223544,0,0
2787,77,2,20508.89,Home,2,74040,Widowed,0,Urban,2,0,0.005401484940975698,1,1
2788,72,4,22749.4,Medical,0,127518,Married,0,Urban,37,0,-0.009265171900574631,0,0
2789,25,14,48610.27,Life,3,182377,Married,2,Suburban,86,0,-0.0042239614276438076,0,0
2790,67,16,42588.24,Life,2,103110,Married,4,Suburban,57,0,-0.03545594981575806,0,0
2791,38,19,35465.25,Medical,3,116395,Married,3,Rural,66,0,-0.03548982376816179,0,0
2792,18,2,14878.71,Life,2,161168,Divorced,0,Suburban,44,0,-0.03231721351496386,0,0
2793,72,12,8676.06,Auto,4,95764,Married,2,Rural,43,1,-0.0792019378626731,0,0
2794,25,14,46110.96,Auto,2,160290,Widowed,3,Suburban,7,1,-0.056893427622140336,0,0
2795,46,6,21442.24,Auto,4,110367,Single,1,Suburban,65,0,-0.06747132617365237,0,0
2796,49,13,14298.41,Auto,0,104338,Divorced,0,Urban,70,0,-0.07843030839574272,0,0
2797,55,4,23810.58,Medical,4,198453,Divorced,4,Suburban,60,1,-0.032302149926018764,0,0
2798,22,18,45933.45,Life,1,170407,Single,3,Rural,16,0,-0.025030448762217383,0,0
2799,64,12,19659.83,Life,0,197933,Married,2,Urban,70,0,-0.018448245720558032,0,0
2800,39,19,28350.73,Home,2,49907,Married,4,Rural,35,0,-0.03627021293541022,0,0
2801,64,8,40246.83,Medical,2,59387,Widowed,1,Suburban,67,1,-0.02836236559539984,0,0
2802,51,7,21643.06,Life,1,94655,Married,4,Urban,79,0,-0.04320268970878027,0,0
2803,18,16,12060.32,Life,2,77407,Married,2,Rural,20,0,-0.04228105166589902,0,0
2804,72,19,49729.02,Home,0,155627,Widowed,1,Suburban,81,1,-0.006151673775699695,0,0
2805,72,6,47850.26,Auto,0,66095,Married,2,Rural,45,1,-0.06579906348805198,0,0
2806,43,11,42252.22,Life,4,21042,Single,0,Suburban,45,0,0.0005777680108765004,1,1
2807,60,5,34574.51,Auto,3,123748,Married,2,Rural,15,1,-0.09821143957820644,0,0
2808,27,16,15095.85,Home,2,24188,Single,4,Suburban,21,1,-0.02497989502276321,0,0
2809,47,7,45713.94,Life,1,98596,Single,0,Rural,5,0,-0.023724660554772847,0,0
2810,67,5,14140.06,Auto,0,161305,Single,0,Urban,55,0,-0.051598709765368955,0,0
2811,35,11,40140.07,Medical,0,23088,Married,3,Suburban,44,0,-0.01720568916646481,0,0
2812,34,15,45953.78,Auto,0,21646,Married,4,Suburban,57,0,-0.030643836370255695,0,0
2813,43,3,30348.69,Auto,3,164199,Divorced,4,Rural,27,1,-0.09289663999512493,0,0
2814,25,5,40251.28,Auto,3,183687,Widowed,1,Suburban,16,0,-0.04848410647127499,0,0
2815,64,5,39688.91,Auto,2,35453,Widowed,2,Urban,35,0,-0.06231416240687271,0,0
2816,57,9,10061.31,Medical,1,72233,Divorced,2,Rural,11,1,-0.0791099462707458,0,0
2817,66,15,33562.26,Home,3,185587,Single,4,Rural,49,1,-0.0380305328907139,0,0
2818,29,3,5126.66,Auto,4,103087,Widowed,2,Rural,58,0,-0.0552315153650198,0,0
2819,44,6,25638.58,Auto,3,81993,Divorced,4,Urban,11,1,-0.09594673117787256,0,0
2820,25,17,8530.66,Life,0,106392,Single,0,Urban,61,0,-0.0030304772048460604,0,0
2821,42,8,21109.3,Life,1,142349,Divorced,2,Suburban,39,0,-0.08442471360906101,0,0
2822,63,11,41732.61,Medical,2,173260,Married,2,Rural,1,0,-0.05435696334560036,0,0
2823,21,6,49364.81,Medical,3,86019,Married,4,Urban,24,0,0.004100329400861247,1,1
2824,50,8,16239.01,Medical,0,20451,Single,4,Suburban,84,0,0.005944393128111902,1,1
2825,18,10,26831.81,Life,4,155141,Single,1,Urban,85,0,-0.007256614135044082,0,0
2826,36,3,25809.25,Auto,4,84274,Married,2,Urban,73,0,-0.05441074137057922,0,0
2827,48,14,47742.87,Life,2,164458,Widowed,3,Urban,30,1,-0.03855036842338733,0,0
2828,33,14,24189.89,Home,2,158279,Widowed,4,Suburban,46,0,-0.048612273526901784,0,0
2829,31,10,35105.76,Medical,3,189511,Married,3,Urban,59,0,-0.011992343372328573,0,0
2830,70,12,46128.57,Medical,2,38157,Widowed,0,Urban,72,0,0.007963815176067035,1,1
2831,65,6,18982.24,Medical,0,94726,Married,0,Urban,40,0,-0.012894120379845941,0,0
2832,22,12,45155.05,Home,0,125716,Divorced,3,Rural,49,0,-0.06775738441721313,0,0
2833,58,14,45914.08,Auto,0,192429,Divorced,0,Urban,22,0,-0.05637725211863531,0,0
2834,43,2,46567.79,Auto,3,166001,Divorced,3,Rural,11,1,-0.08352168093650675,0,0
2835,79,9,13887.09,Auto,3,124636,Widowed,1,Urban,70,1,-0.0489801078040869,0,0
2836,45,10,20317.6,Medical,2,199819,Divorced,1,Rural,82,0,-0.06065976310793697,0,0
2837,19,17,43584.6,Auto,3,27913,Single,0,Urban,21,0,-0.020816389368908728,0,0
2838,67,17,18278.51,Life,0,46727,Single,3,Rural,55,0,-0.03541972481481548,0,0
2839,23,3,30212.53,Medical,1,153018,Divorced,3,Rural,15,0,-0.07140556524263342,0,0
2840,26,19,6343.7,Home,0,81061,Single,3,Rural,57,0,-0.027031254152010242,0,0
2841,50,1,3285.61,Home,1,133388,Divorced,0,Urban,71,0,-0.02978945470917771,0,0
2842,58,12,20893.7,Auto,2,87957,Divorced,3,Suburban,50,0,-0.11702856831548852,0,0
2843,42,7,29156.37,Medical,4,105839,Married,4,Rural,5,0,-0.03332368346034109,0,0
2844,65,4,19938.61,Life,3,125649,Divorced,3,Rural,1,1,-0.07748128463423953,0,0
2845,30,10,29097.92,Life,3,170539,Single,4,Rural,61,0,-0.045402314701097124,0,0
2846,26,13,25996.68,Medical,0,175576,Widowed,1,Rural,41,0,-0.03453873614544234,0,0
2847,70,2,34442.51,Auto,0,21844,Divorced,4,Rural,42,0,-0.05659889562612708,0,0
2848,30,10,32651.86,Home,1,54572,Married,1,Suburban,51,0,-0.03833311179832155,0,0
2849,48,4,21500.16,Home,3,174047,Single,0,Urban,57,0,-0.03651060180360599,0,0
2850,58,18,21537.26,Life,2,39449,Married,1,Suburban,19,0,-0.038121113531115136,0,0
2851,28,5,7468.53,Life,0,130137,Divorced,1,Urban,55,0,-0.042652639316695606,0,0
2852,21,19,25905.31,Life,3,39459,Divorced,3,Suburban,66,0,-0.03689040692115675,0,0
2853,51,2,29565.37,Home,4,169676,Divorced,2,Urban,58,0,-0.050871191662761106,0,0
2854,78,12,24086.23,Life,1,145298,Divorced,1,Rural,47,1,-0.07605580062423878,0,0
2855,55,17,16622.51,Home,0,129334,Single,4,Urban,34,0,-0.041999046948901664,0,0
2856,63,10,36221.6,Home,0,80140,Widowed,0,Urban,7,0,-0.011182047892767666,0,0
2857,21,2,4195.75,Auto,2,45362,Divorced,4,Rural,75,0,-0.06864906496703649,0,0
2858,55,6,45764.8,Auto,0,179015,Married,0,Rural,31,1,-0.054520269952905376,0,0
2859,36,8,1521.85,Auto,3,41319,Single,4,Urban,44,0,-0.03382493791122254,0,0
2860,23,19,48136.33,Life,3,120751,Single,1,Urban,84,0,-0.005123160305797736,0,0
2861,51,11,23386.6,Home,3,158769,Single,2,Rural,66,0,-0.0760127343644681,0,0
2862,35,12,20927.16,Life,4,116896,Married,1,Suburban,26,0,-0.03919623772273595,0,0
2863,30,9,13193.98,Home,4,48735,Widowed,3,Rural,2,0,-0.01922534766025341,0,0
