Claim_ID,Customer_Age,Policy_Tenure,Claim_Amount,Claim_Type,Previous_Claims,Customer_Income,Marital_Status,Number_of_Dependents,Location,Claim_Submission_Delay,Fraudulent_Claim
2638,62,7,22606.79,Home,2,149257,Married,1,Urban,8,0
2639,35,9,23153.46,Life,4,135517,Married,1,Urban,56,0
2640,57,1,13304.75,Auto,3,79977,Widowed,2,Urban,26,0
2641,38,14,35920.36,Auto,2,124931,Widowed,0,Rural,60,0
2642,32,6,36218.04,Life,3,27988,Single,0,Urban,76,0
2643,50,7,14478.66,Auto,1,186826,Widowed,1,Suburban,49,1
2644,52,10,41847.67,Medical,1,113650,Single,3,Urban,81,0
2645,43,7,16183.82,Life,2,43074,Divorced,2,Suburban,33,0
2646,25,2,36392.11,Home,3,41198,Married,0,Suburban,84,0
2647,53,4,6489.49,Life,2,96045,Single,0,Urban,64,0
2648,65,17,8850.73,Medical,0,176252,Married,0,Suburban,44,0
2649,47,1,16131.88,Life,2,68068,Divorced,4,Rural,86,0
2650,40,10,29896.75,Home,2,130969,Widowed,3,Urban,33,0
2651,59,19,32452.82,Home,1,36560,Single,0,Rural,72,0
2652,61,15,20119.63,Life,1,193746,Widowed,3,Rural,7,0
2653,31,10,4353.04,Life,3,85152,Married,1,Suburban,47,0
2654,31,19,18994.92,Medical,2,143516,Single,1,Rural,35,0
2655,19,12,34593.99,Medical,2,190010,Divorced,4,Rural,81,0
2656,72,16,33714.28,Home,3,55391,Divorced,3,Urban,65,0
2657,54,9,8429.72,Auto,4,48731,Widowed,2,Urban,10,0
2658,22,15,885.31,Auto,3,104698,Divorced,4,Rural,51,0
2659,55,17,37772.59,Auto,1,133880,Divorced,0,Suburban,35,0
2660,62,14,5765.22,Auto,1,138440,Widowed,1,Suburban,30,1
2661,58,18,4576.28,Home,2,176308,Widowed,1,Urban,23,0
2662,79,2,633.71,Auto,1,188205,Single,2,Urban,20,0
2663,71,4,21913.77,Auto,3,24340,Single,4,Urban,29,0
2664,77,18,25411.56,Life,2,90291,Widowed,3,Suburban,71,0
2665,78,7,32064.37,Auto,3,68731,Married,1,Urban,63,0
2666,64,13,15155.16,Life,3,72822,Married,0,Rural,38,0
2667,31,15,35666.02,Home,2,61866,Single,2,Suburban,0,0
2668,73,1,8881.93,Life,4,134295,Single,2,Rural,41,0
2669,56,11,41683.51,Medical,1,116791,Widowed,2,Urban,76,0
2670,42,10,28806.49,Life,0,122262,Married,0,Suburban,85,0
2671,37,5,29402.55,Auto,0,61813,Widowed,2,Urban,4,0
2672,19,16,10883.88,Life,0,159787,Single,3,Suburban,11,0
2673,56,11,4168.38,Life,1,121354,Divorced,3,Urban,28,0
2674,23,6,23503.88,Home,4,34783,Divorced,4,Suburban,2,0
2675,34,9,30972.79,Home,3,109012,Divorced,4,Suburban,60,0
2676,76,13,5204.8,Auto,2,87933,Widowed,3,Suburban,50,0
2677,42,8,47551.46,Medical,4,60680,Married,0,Rural,35,0
2678,74,14,49030.51,Medical,0,143207,Single,4,Urban,74,1
2679,45,1,27500.11,Life,1,79179,Married,2,Urban,89,0
2680,19,17,47528.42,Medical,1,119613,Married,3,Suburban,1,0
2681,52,5,9382.54,Home,2,59970,Single,1,Rural,28,0
2682,54,2,1758.32,Auto,3,24718,Married,0,Suburban,40,0
2683,22,9,2450.77,Auto,4,178183,Divorced,0,Urban,28,1
2684,18,4,29581.87,Home,4,189790,Single,3,Urban,63,0
2685,57,17,3551.27,Auto,4,95769,Divorced,1,Suburban,57,0
2686,29,17,47948.01,Life,3,99707,Widowed,0,Suburban,82,0
2687,73,18,7525.69,Auto,3,161798,Divorced,4,Suburban,9,0
2688,53,16,15583.78,Medical,3,112304,Widowed,1,Urban,10,0
2689,62,8,41214.63,Auto,2,37139,Widowed,2,Suburban,6,0
2690,40,11,11327.65,Auto,1,139804,Single,4,Suburban,76,0
2691,64,18,12526.94,Home,0,64782,Divorced,1,Urban,60,1
2692,48,10,32294.29,Home,3,39958,Divorced,3,Suburban,65,1
2693,28,13,14166.26,Medical,1,172379,Divorced,0,Rural,85,0
2694,27,17,11263.66,Home,3,123026,Single,4,Urban,52,0
2695,20,18,13081.8,Medical,0,89134,Widowed,3,Suburban,64,0
2696,71,10,24787.05,Life,3,33583,Widowed,1,Suburban,26,0
2697,31,16,48321.94,Medical,1,37013,Widowed,2,Urban,6,0
2698,33,5,41695.78,Auto,2,67984,Single,0,Urban,64,0
2699,27,13,14588.21,Medical,0,141246,Single,0,Rural,57,0
2700,46,18,18486.97,Life,1,195946,Married,4,Suburban,24,0
2701,27,17,23493.36,Auto,4,191269,Divorced,3,Suburban,47,1
2702,29,9,48957.02,Medical,4,149110,Widowed,1,Suburban,3,0
2703,47,14,9033.33,Home,4,29096,Married,1,Urban,7,0
2704,58,17,18195.41,Home,2,93533,Married,3,Urban,84,0
2705,18,4,36606.59,Home,3,134795,Divorced,0,Urban,67,1
2706,22,18,48215.21,Medical,3,45618,Single,3,Suburban,59,1
2707,37,15,8205.92,Medical,3,29868,Married,1,Suburban,3,0
2708,25,11,11755.31,Life,2,41882,Single,3,Urban,7,0
2709,60,12,11671.89,Auto,4,171711,Single,0,Rural,89,0
2710,29,9,1536.14,Auto,3,188035,Divorced,4,Suburban,15,0
2711,18,13,30403.72,Auto,2,126760,Married,0,Rural,18,0
2712,74,15,33699.8,Auto,2,122125,Widowed,2,Urban,0,0
2713,71,15,30325.03,Medical,1,145677,Married,2,Suburban,33,0
2714,37,5,4030.49,Medical,3,180542,Widowed,3,Rural,44,0
2715,45,19,3926.89,Life,4,129982,Widowed,0,Suburban,62,0
2716,74,14,10914.13,Auto,0,90714,Single,0,Rural,5,0
2717,60,17,14869.58,Medical,2,91102,Widowed,1,Suburban,35,0
2718,54,18,39433.91,Medical,1,171425,Divorced,4,Rural,65,0
2719,64,3,8389.82,Medical,0,189260,Married,0,Rural,77,0
2720,54,2,2682.56,Medical,2,53375,Single,3,Urban,7,0
2721,29,1,20002.38,Auto,1,91210,Single,1,Urban,66,0
2722,54,10,21111.41,Auto,3,173344,Widowed,1,Rural,26,1
2723,66,19,22819.91,Medical,1,172788,Single,3,Suburban,33,0
2724,66,17,41431.73,Home,2,109276,Divorced,3,Rural,27,1
2725,73,12,5351.27,Life,3,108706,Divorced,0,Suburban,30,0
2726,61,1,35345.13,Auto,4,186234,Single,0,Suburban,16,0
2727,73,12,17228.31,Auto,1,93606,Single,1,Suburban,82,0
2728,45,17,15844.02,Home,0,180544,Divorced,1,Suburban,54,0
2729,64,3,46660.88,Auto,3,139837,Widowed,4,Urban,74,0
2730,32,11,12799.19,Home,3,128343,Single,1,Rural,8,0
2731,23,17,32305.33,Home,4,81401,Widowed,3,Suburban,56,0
2732,61,3,14118.82,Medical,1,78835,Single,3,Urban,44,0
2733,76,8,25603.62,Auto,0,76936,Divorced,4,Suburban,5,0
2734,78,4,39421.5,Life,4,182590,Single,2,Suburban,13,1
2735,37,7,44145.26,Home,1,147446,Single,2,Urban,30,0
2736,67,14,42015.51,Life,0,178385,Single,3,Urban,53,1
2737,31,14,29317.95,Medical,0,148344,Divorced,2,Suburban,10,0
2738,19,4,12816.41,Auto,2,36110,Divorced,2,Rural,68,0
2739,26,16,33231.05,Medical,0,185888,Divorced,4,Urban,1,1
2740,54,1,35640.3,Medical,1,81549,Married,1,Rural,16,0
2741,37,17,1029.25,Life,4,150834,Married,1,Suburban,35,0
2742,43,10,22240.92,Life,4,48530,Married,2,Suburban,2,0
2743,46,16,42241.47,Home,2,20893,Married,0,Suburban,62,0
2744,18,16,24734.59,Auto,1,148745,Divorced,4,Suburban,42,0
2745,72,8,15913.08,Medical,0,143967,Single,2,Suburban,32,0
2746,52,7,43653.99,Home,2,114260,Divorced,0,Suburban,77,1
2747,23,6,8216.09,Home,3,46885,Married,0,Rural,28,0
2748,54,16,10719.04,Medical,1,64560,Widowed,4,Urban,22,0
2749,70,16,34524.93,Medical,2,33613,Widowed,1,Suburban,58,0
2750,76,7,17945.58,Home,4,157159,Divorced,3,Urban,80,1
2751,22,9,35794.33,Medical,2,186773,Single,0,Rural,48,0
2752,50,14,8306.33,Medical,3,38665,Married,3,Suburban,54,1
2753,66,11,12987.32,Life,1,126568,Single,3,Suburban,74,0
2754,68,14,8254.05,Auto,2,49622,Single,4,Urban,27,0
2755,31,7,47669.06,Home,0,115834,Single,1,Urban,70,0
2756,29,1,20567.5,Medical,1,61989,Married,4,Urban,71,1
2757,59,13,17192.39,Home,2,64741,Divorced,0,Suburban,24,0
2758,37,3,1203.01,Auto,2,40163,Married,1,Urban,6,0
2759,70,4,8094.17,Home,1,91637,Married,2,Urban,85,0
2760,67,11,21346.22,Home,4,79175,Divorced,1,Rural,72,0
2761,41,2,3890.89,Home,0,53546,Divorced,4,Suburban,74,0
2762,76,14,25781.6,Life,1,154547,Divorced,4,Suburban,33,0
2763,60,12,23023.26,Auto,0,90259,Widowed,3,Suburban,21,0
2764,79,17,38474.82,Auto,0,34890,Widowed,2,Urban,66,0
2765,51,12,33160.23,Home,1,174342,Divorced,1,Rural,49,0
2766,42,12,22574.39,Home,2,26713,Single,2,Urban,47,0
2767,67,1,11620.7,Auto,4,113389,Widowed,3,Suburban,71,0
2768,46,13,36479.75,Medical,0,85317,Married,2,Urban,69,0
2769,74,14,35539.17,Life,0,102979,Married,2,Suburban,56,0
2770,56,2,8088.16,Auto,2,141061,Widowed,1,Urban,24,0
2771,48,12,45780.22,Home,1,150742,Married,2,Urban,65,0
2772,73,16,3688.05,Medical,4,193329,Divorced,3,Suburban,15,1
2773,64,4,3224.37,Medical,0,135039,Married,0,Urban,57,0
2774,60,8,9773.85,Medical,0,66492,Widowed,0,Suburban,40,1
2775,67,2,45518.31,Life,1,129718,Single,4,Urban,50,0
2776,40,10,26239.91,Life,2,166467,Married,0,Urban,20,0
2777,61,9,39503.08,Auto,3,92005,Married,1,Urban,78,0
2778,55,15,11778.24,Auto,2,45040,Single,4,Suburban,55,0
2779,37,13,24765.99,Auto,0,129009,Widowed,0,Urban,46,1
2780,40,17,18235.33,Auto,0,88702,Single,0,Urban,42,0
2781,79,16,41477.52,Home,4,41637,Married,4,Rural,83,0
2782,62,2,1618.92,Life,2,87745,Widowed,1,Rural,30,0
2783,69,14,12570.22,Medical,3,159819,Divorced,4,Suburban,14,0
2784,33,3,8052.42,Home,4,171322,Widowed,1,Suburban,47,0
2785,67,12,43029.86,Auto,3,110467,Widowed,1,Suburban,61,0
2786,59,8,23643.42,Auto,4,131855,Divorced,3,Suburban,69,0
2787,77,2,20508.89,Home,2,74040,Widowed,0,Urban,2,0
2788,72,4,22749.4,Medical,0,127518,Married,0,Urban,37,0
2789,25,14,48610.27,Life,3,182377,Married,2,Suburban,86,0
2790,67,16,42588.24,Life,2,103110,Married,4,Suburban,57,0
2791,38,19,35465.25,Medical,3,116395,Married,3,Rural,66,0
2792,18,2,14878.71,Life,2,161168,Divorced,0,Suburban,44,0
2793,72,12,8676.06,Auto,4,95764,Married,2,Rural,43,1
2794,25,14,46110.96,Auto,2,160290,Widowed,3,Suburban,7,1
2795,46,6,21442.24,Auto,4,110367,Single,1,Suburban,65,0
2796,49,13,14298.41,Auto,0,104338,Divorced,0,Urban,70,0
2797,55,4,23810.58,Medical,4,198453,Divorced,4,Suburban,60,1
2798,22,18,45933.45,Life,1,170407,Single,3,Rural,16,0
2799,64,12,19659.83,Life,0,197933,Married,2,Urban,70,0
2800,39,19,28350.73,Home,2,49907,Married,4,Rural,35,0
2801,64,8,40246.83,Medical,2,59387,Widowed,1,Suburban,67,1
2802,51,7,21643.06,Life,1,94655,Married,4,Urban,79,0
2803,18,16,12060.32,Life,2,77407,Married,2,Rural,20,0
2804,72,19,49729.02,Home,0,155627,Widowed,1,Suburban,81,1
2805,72,6,47850.26,Auto,0,66095,Married,2,Rural,45,1
2806,43,11,42252.22,Life,4,21042,Single,0,Suburban,45,0
2807,60,5,34574.51,Auto,3,123748,Married,2,Rural,15,1
2808,27,16,15095.85,Home,2,24188,Single,4,Suburban,21,1
2809,47,7,45713.94,Life,1,98596,Single,0,Rural,5,0
2810,67,5,14140.06,Auto,0,161305,Single,0,Urban,55,0
2811,35,11,40140.07,Medical,0,23088,Married,3,Suburban,44,0
2812,34,15,45953.78,Auto,0,21646,Married,4,Suburban,57,0
2813,43,3,30348.69,Auto,3,164199,Divorced,4,Rural,27,1
2814,25,5,40251.28,Auto,3,183687,Widowed,1,Suburban,16,0
2815,64,5,39688.91,Auto,2,35453,Widowed,2,Urban,35,0
2816,57,9,10061.31,Medical,1,72233,Divorced,2,Rural,11,1
2817,66,15,33562.26,Home,3,185587,Single,4,Rural,49,1
2818,29,3,5126.66,Auto,4,103087,Widowed,2,Rural,58,0
2819,44,6,25638.58,Auto,3,81993,Divorced,4,Urban,11,1
2820,25,17,8530.66,Life,0,106392,Single,0,Urban,61,0
2821,42,8,21109.3,Life,1,142349,Divorced,2,Suburban,39,0
2822,63,11,41732.61,Medical,2,173260,Married,2,Rural,1,0
2823,21,6,49364.81,Medical,3,86019,Married,4,Urban,24,0
2824,50,8,16239.01,Medical,0,20451,Single,4,Suburban,84,0
2825,18,10,26831.81,Life,4,155141,Single,1,Urban,85,0
2826,36,3,25809.25,Auto,4,84274,Married,2,Urban,73,0
2827,48,14,47742.87,Life,2,164458,Widowed,3,Urban,30,1
2828,33,14,24189.89,Home,2,158279,Widowed,4,Suburban,46,0
2829,31,10,35105.76,Medical,3,189511,Married,3,Urban,59,0
2830,70,12,46128.57,Medical,2,38157,Widowed,0,Urban,72,0
2831,65,6,18982.24,Medical,0,94726,Married,0,Urban,40,0
2832,22,12,45155.05,Home,0,125716,Divorced,3,Rural,49,0
2833,58,14,45914.08,Auto,0,192429,Divorced,0,Urban,22,0
2834,43,2,46567.79,Auto,3,166001,Divorced,3,Rural,11,1
2835,79,9,13887.09,Auto,3,124636,Widowed,1,Urban,70,1
2836,45,10,20317.6,Medical,2,199819,Divorced,1,Rural,82,0
2837,19,17,43584.6,Auto,3,27913,Single,0,Urban,21,0
2838,67,17,18278.51,Life,0,46727,Single,3,Rural,55,0
2839,23,3,30212.53,Medical,1,153018,Divorced,3,Rural,15,0
2840,26,19,6343.7,Home,0,81061,Single,3,Rural,57,0
2841,50,1,3285.61,Home,1,133388,Divorced,0,Urban,71,0
2842,58,12,20893.7,Auto,2,87957,Divorced,3,Suburban,50,0
2843,42,7,29156.37,Medical,4,105839,Married,4,Rural,5,0
2844,65,4,19938.61,Life,3,125649,Divorced,3,Rural,1,1
2845,30,10,29097.92,Life,3,170539,Single,4,Rural,61,0
2846,26,13,25996.68,Medical,0,175576,Widowed,1,Rural,41,0
2847,70,2,34442.51,Auto,0,21844,Divorced,4,Rural,42,0
2848,30,10,32651.86,Home,1,54572,Married,1,Suburban,51,0
2849,48,4,21500.16,Home,3,174047,Single,0,Urban,57,0
2850,58,18,21537.26,Life,2,39449,Married,1,Suburban,19,0
2851,28,5,7468.53,Life,0,130137,Divorced,1,Urban,55,0
2852,21,19,25905.31,Life,3,39459,Divorced,3,Suburban,66,0
2853,51,2,29565.37,Home,4,169676,Divorced,2,Urban,58,0
2854,78,12,24086.23,Life,1,145298,Divorced,1,Rural,47,1
2855,55,17,16622.51,Home,0,129334,Single,4,Urban,34,0
2856,63,10,36221.6,Home,0,80140,Widowed,0,Urban,7,0
2857,21,2,4195.75,Auto,2,45362,Divorced,4,Rural,75,0
2858,55,6,45764.8,Auto,0,179015,Married,0,Rural,31,1
2859,36,8,1521.85,Auto,3,41319,Single,4,Urban,44,0
2860,23,19,48136.33,Life,3,120751,Single,1,Urban,84,0
2861,51,11,23386.6,Home,3,158769,Single,2,Rural,66,0
2862,35,12,20927.16,Life,4,116896,Married,1,Suburban,26,0
2863,30,9,13193.98,Home,4,48735,Widowed,3,Rural,2,0
2864,58,2,998.52,Auto,0,51293,Married,4,Urban,56,0
2865,40,8,14102.12,Auto,4,159082,Married,2,Urban,64,0
2866,36,11,5915.3,Life,4,112305,Married,4,Urban,19,0
2867,62,4,33161.13,Home,2,109359,Divorced,3,Rural,70,0
2868,28,10,16294.21,Life,4,60727,Divorced,3,Rural,40,0
2869,18,16,38475.38,Medical,1,124545,Married,3,Suburban,0,0
2870,41,8,10742.35,Life,1,34787,Married,1,Urban,73,0
2871,79,4,45061.63,Auto,1,137710,Divorced,1,Urban,75,0
2872,71,10,26387.58,Home,0,131489,Divorced,2,Rural,3,0
2873,24,12,6168.06,Home,3,164375,Widowed,3,Urban,70,0
2874,42,14,20341.84,Life,2,118782,Married,1,Suburban,9,0
2875,38,16,10734.65,Auto,0,73448,Single,0,Rural,85,1
2876,32,18,10384.43,Medical,3,89513,Widowed,0,Urban,88,1
2877,18,12,25565.3,Life,2,26068,Single,1,Rural,28,1
2878,29,18,33758.65,Home,2,130040,Widowed,2,Rural,14,1
2879,75,7,45625.1,Auto,2,138962,Married,4,Suburban,18,1
2880,24,7,25357.02,Home,1,182299,Single,3,Rural,57,0
2881,32,9,48309.02,Home,1,32740,Divorced,1,Urban,52,0
2882,38,1,47110.93,Home,1,108333,Widowed,2,Suburban,45,1
2883,36,6,43320.6,Home,2,84745,Single,4,Rural,17,1
2884,77,6,25248.87,Medical,2,158863,Widowed,2,Urban,2,0
2885,46,12,7474.75,Auto,1,151557,Married,4,Rural,69,0
2886,42,12,11286.27,Life,2,196120,Single,0,Rural,21,0
2887,50,10,32559.67,Auto,1,181767,Single,4,Suburban,54,1
2888,66,6,21376.87,Auto,1,188513,Single,0,Suburban,63,0
2889,49,17,7766.68,Auto,1,20337,Widowed,3,Suburban,40,0
2890,66,19,24210.2,Life,3,150996,Divorced,1,Suburban,84,0
2891,52,18,1362.81,Auto,2,166164,Divorced,0,Urban,7,1
2892,61,6,36827.82,Life,0,76052,Divorced,2,Rural,64,0
2893,55,19,4142.27,Life,1,21471,Married,4,Suburban,2,0
2894,43,10,31641.12,Medical,0,71194,Single,2,Urban,28,0
2895,28,8,39754.01,Home,3,195460,Divorced,0,Suburban,69,0
2896,52,6,7065.87,Life,2,139076,Divorced,2,Rural,17,0
2897,25,7,26172.62,Home,1,93392,Single,4,Suburban,57,0
2898,63,1,39063.84,Auto,1,81088,Married,1,Rural,0,0
2899,31,18,13401.36,Home,1,119909,Widowed,2,Rural,21,0
2900,27,12,8564.37,Home,0,25664,Widowed,3,Urban,22,0
2901,19,16,17172.55,Home,3,108859,Widowed,4,Suburban,7,0
2902,63,10,27957.61,Auto,2,111991,Single,4,Suburban,28,1
2903,26,10,28976.34,Auto,3,139805,Married,3,Rural,43,0
2904,20,14,6978.38,Life,1,156451,Single,0,Suburban,61,0
2905,38,10,23149.66,Life,3,51536,Widowed,3,Rural,18,0
2906,43,10,13779.97,Medical,0,156063,Divorced,0,Urban,58,0
2907,25,11,42180.2,Auto,4,114754,Divorced,1,Suburban,79,0
2908,65,2,16021.97,Medical,4,136134,Divorced,0,Rural,18,0
2909,19,8,42015.87,Auto,2,116649,Widowed,1,Suburban,21,0
2910,23,7,21713.95,Home,2,121610,Married,1,Suburban,82,0
2911,45,8,36466.0,Medical,3,113513,Widowed,3,Urban,67,0
2912,70,1,25747.98,Medical,2,48359,Single,1,Rural,4,1
2913,46,2,31287.15,Medical,0,137060,Married,0,Urban,4,0
2914,43,18,20070.15,Auto,1,134209,Divorced,2,Urban,24,0
2915,42,15,38526.24,Life,1,38043,Married,4,Urban,23,0
2916,29,1,21546.87,Medical,3,108059,Married,4,Rural,0,0
2917,22,5,23144.35,Life,1,29070,Widowed,0,Rural,27,0
2918,51,2,26125.09,Auto,3,165205,Married,2,Suburban,46,0
2919,65,3,41675.29,Medical,2,76955,Widowed,1,Rural,84,1
2920,54,19,33139.26,Auto,2,48571,Single,0,Urban,59,0
2921,32,18,17783.44,Life,0,178063,Married,1,Rural,18,0
2922,61,18,33680.82,Life,1,97115,Married,3,Suburban,86,0
2923,53,14,32300.12,Medical,0,118891,Married,2,Urban,13,0
2924,32,8,46585.45,Life,4,150644,Divorced,4,Suburban,69,0
2925,60,12,42150.11,Home,0,41871,Widowed,0,Rural,7,0
2926,65,10,32548.62,Home,3,157295,Widowed,4,Suburban,36,0
2927,40,17,17404.6,Medical,3,34197,Divorced,1,Suburban,85,0
2928,23,11,39089.03,Auto,0,94923,Widowed,1,Rural,71,0
2929,63,2,28972.81,Auto,2,122657,Single,3,Suburban,9,0
2930,67,4,49270.86,Auto,4,112438,Divorced,1,Rural,66,0
2931,61,1,12751.55,Home,0,120909,Widowed,1,Urban,12,0
2932,76,15,4442.96,Life,2,120842,Single,4,Suburban,38,0
2933,60,13,3959.64,Home,0,99432,Widowed,4,Urban,63,1
2934,62,8,32181.5,Life,1,61525,Divorced,0,Rural,29,0
2935,38,4,46993.38,Home,3,36198,Widowed,0,Rural,3,0
2936,40,10,595.63,Auto,1,185596,Single,1,Suburban,44,0
2937,60,19,36425.67,Auto,1,114187,Single,2,Suburban,5,0
2938,72,18,33024.73,Auto,4,118172,Single,0,Rural,15,0
2939,33,5,36749.06,Medical,2,119499,Widowed,1,Rural,21,0
2940,64,19,18092.57,Medical,3,169587,Divorced,4,Urban,20,0
2941,70,16,41114.57,Life,1,126313,Widowed,3,Urban,64,0
2942,77,1,2712.99,Medical,3,42027,Married,4,Suburban,29,0
2943,32,12,37893.84,Home,2,33792,Divorced,4,Suburban,23,1
2944,42,2,13720.06,Home,0,101313,Married,3,Suburban,63,0
2945,53,8,24103.47,Life,1,105330,Widowed,4,Suburban,12,0
2946,28,18,41220.5,Life,2,52544,Divorced,0,Suburban,25,0
2947,68,16,13932.27,Auto,3,105263,Married,4,Suburban,19,0
2948,32,5,9667.77,Medical,2,133329,Widowed,3,Suburban,60,0
2949,21,13,34225.0,Auto,0,174737,Divorced,1,Suburban,5,0
2950,38,19,26903.05,Medical,2,51126,Single,1,Urban,42,1
2951,30,3,25962.99,Medical,3,170553,Single,1,Rural,48,0
2952,39,8,13210.09,Life,1,119637,Single,3,Rural,8,0
2953,36,12,2226.58,Auto,1,147208,Married,3,Suburban,36,0
2954,51,2,20808.32,Auto,4,43549,Married,0,Rural,15,0
2955,31,11,5774.69,Medical,3,56155,Widowed,3,Suburban,3,0
2956,78,12,45346.46,Medical,4,57481,Single,1,Urban,31,0
2957,21,18,2541.89,Life,4,87967,Married,3,Suburban,83,0
2958,65,13,21866.72,Home,0,119320,Single,2,Urban,16,0
2959,70,5,3086.16,Auto,3,102561,Widowed,4,Urban,40,0
2960,69,12,5229.42,Auto,1,40446,Divorced,0,Urban,88,0
2961,63,2,33113.9,Life,3,28507,Married,1,Suburban,44,0
2962,44,5,32532.01,Life,0,145183,Married,1,Urban,15,0
2963,46,7,2136.08,Auto,3,53208,Divorced,2,Suburban,19,0
2964,64,12,556.01,Auto,3,37522,Married,0,Urban,41,0
2965,45,16,4401.49,Medical,4,67402,Widowed,4,Urban,9,1
2966,52,8,38268.45,Home,3,176562,Married,0,Rural,51,1
2967,25,9,29436.54,Auto,4,189083,Married,0,Suburban,59,0
2968,33,15,2386.85,Life,4,186143,Divorced,1,Rural,47,0
2969,59,5,24660.8,Medical,2,198826,Widowed,3,Urban,22,0
2970,53,13,35745.45,Medical,0,65102,Single,4,Rural,32,0
2971,47,5,43513.09,Life,4,34040,Single,0,Urban,76,0
2972,35,11,46734.81,Life,3,124254,Divorced,2,Rural,24,1
2973,19,10,16708.31,Medical,4,158118,Widowed,1,Rural,49,1
2974,66,13,7223.71,Life,4,190446,Divorced,3,Suburban,87,0
2975,30,9,12227.83,Medical,4,56189,Divorced,3,Suburban,69,0
2976,21,14,38920.49,Life,1,131738,Single,1,Rural,78,0
2977,43,18,48588.47,Medical,1,103998,Widowed,0,Rural,54,0
2978,42,15,23586.48,Auto,1,106070,Widowed,1,Suburban,67,0
2979,47,10,15614.98,Auto,1,186040,Divorced,3,Urban,77,0
2980,28,7,21744.93,Life,2,172007,Single,3,Urban,3,0
2981,24,8,15588.25,Home,4,75581,Widowed,2,Urban,27,0
2982,48,3,13196.13,Auto,2,126531,Divorced,2,Urban,28,0
2983,61,15,29890.66,Medical,3,29009,Married,3,Rural,81,0
2984,27,16,1278.93,Home,0,198061,Single,2,Urban,83,0
2985,56,4,13347.84,Medical,2,197948,Widowed,2,Rural,47,0
2986,30,6,33238.41,Medical,1,187796,Widowed,2,Rural,71,0
2987,48,1,2087.1,Auto,1,130847,Widowed,3,Urban,12,0
2988,24,4,4618.49,Life,3,71377,Single,0,Urban,42,0
2989,73,11,15023.11,Life,4,88861,Divorced,0,Urban,8,0
2990,66,12,43951.34,Medical,0,159771,Married,4,Suburban,39,0
2991,59,5,38361.86,Auto,2,154817,Widowed,2,Rural,45,1
2992,78,16,1596.75,Medical,4,130612,Single,0,Urban,57,0
2993,59,13,25334.78,Home,4,64837,Widowed,4,Suburban,55,1
2994,73,13,14097.03,Medical,2,181866,Divorced,1,Rural,11,0
2995,53,17,32607.96,Auto,2,172270,Married,2,Rural,24,0
2996,37,7,36216.92,Medical,2,140791,Widowed,0,Rural,88,0
2997,21,8,43211.7,Auto,2,164561,Single,0,Urban,15,0
2998,71,13,24033.1,Life,1,70557,Divorced,0,Urban,50,0
2999,24,16,49725.28,Auto,4,42474,Married,4,Rural,79,0
3000,71,4,49009.31,Home,4,76439,Single,1,Rural,86,0
3001,18,8,44167.25,Auto,1,88213,Widowed,2,Suburban,71,0
3002,61,16,28956.04,Home,4,75296,Single,0,Suburban,52,0
3003,73,10,20201.32,Home,2,185584,Married,3,Rural,51,0
3004,62,12,18537.12,Medical,0,96711,Divorced,2,Suburban,66,0
3005,59,12,1100.18,Home,4,127727,Divorced,3,Rural,23,0
3006,64,5,12834.14,Auto,0,21177,Widowed,4,Suburban,85,0
3007,76,16,36081.01,Life,0,20761,Widowed,0,Rural,13,0
3008,30,1,30379.79,Auto,1,26458,Widowed,2,Urban,21,0
3009,72,9,45862.9,Life,3,74775,Widowed,2,Rural,30,1
3010,39,12,2976.1,Home,4,171182,Married,0,Urban,84,0
3011,71,5,8186.19,Medical,1,113789,Widowed,1,Rural,57,0
3012,38,3,39567.57,Home,1,146048,Single,4,Urban,68,0
3013,39,5,18246.13,Home,0,138249,Married,0,Suburban,18,0
3014,45,2,6358.09,Life,4,48433,Married,2,Urban,52,1
3015,26,14,49824.3,Auto,1,92715,Widowed,1,Suburban,84,0
3016,43,2,39468.89,Medical,2,34849,Married,2,Rural,1,0
3017,26,13,20732.68,Medical,1,89980,Single,3,Suburban,52,0
3018,32,7,41255.7,Medical,2,88500,Married,2,Suburban,66,0
3019,27,10,34189.89,Medical,3,193062,Married,4,Suburban,46,0
3020,41,13,39603.75,Auto,2,79891,Single,0,Rural,52,1
3021,75,16,40852.72,Medical,2,79866,Single,2,Urban,56,0
3022,74,14,4694.07,Life,0,191064,Married,3,Suburban,24,0
3023,78,11,31337.16,Life,1,143469,Divorced,3,Rural,34,0
3024,59,10,835.88,Medical,3,96008,Married,0,Suburban,28,0
3025,25,6,2651.08,Medical,1,23101,Single,3,Urban,75,0
3026,41,4,45247.01,Auto,2,46990,Single,0,Suburban,86,0
3027,33,1,26614.4,Auto,2,89214,Single,4,Suburban,16,0
3028,66,7,36927.15,Medical,1,54611,Divorced,0,Suburban,79,0
3029,43,9,42005.8,Auto,3,116265,Single,1,Urban,48,0
3030,44,8,47504.54,Home,3,35958,Widowed,3,Urban,55,0
3031,54,5,43532.97,Medical,0,109786,Widowed,3,Rural,72,1
3032,21,19,24423.92,Auto,2,87002,Divorced,2,Suburban,2,0
3033,67,10,17130.53,Life,2,69887,Single,1,Suburban,21,1
3034,41,11,8147.42,Medical,0,20339,Single,2,Suburban,13,0
3035,36,15,20315.91,Medical,1,130083,Widowed,0,Suburban,2,1
